ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE
4856	NjorogsKhroskyabs	the stone (a piece of)	rge³³me⁵³	rge³³me⁵³	r g ³³/e + m ⁵³/e		4599 4600	0	r g ³³/e + m ⁵³/e			
4857	NjorogsKhroskyabs	to float	rgo⁵³	rgo⁵³	r g ⁵³/o		5841	0	r g ⁵³/o			
4858	NjorogsKhroskyabs	the wife	rjap⁵⁵	rjap⁵⁵	r j a ⁵⁵/p		4880	0	r j a - ⁵⁵/p			
4859	NjorogsKhroskyabs	to play	rje⁵⁵	rje⁵⁵	r j ⁵⁵/e		6437	0	r j ⁵⁵/e			
4860	NjorogsKhroskyabs	to sit	rjeʔ⁵⁵	rjeʔ⁵⁵	r j ⁵⁵/e ʔ		6736	0	r j ⁵⁵/e ʔ			
4861	NjorogsKhroskyabs	wide	rjeʔm⁵⁵	rjeʔm⁵⁵	r j ⁵⁵/e ʔ m		7520	0	- r j ⁵⁵/e ʔ m			
4862	NjorogsKhroskyabs	the sea	rɟa³³mtsʰo⁵⁵	rɟa³³mtsʰo⁵⁵	r ɟ ³³/a m tsʰ ⁵⁵/o	_4185	4185	0	r ɟ ³³/a m tsʰ - ⁵⁵/o	tib		
4863	NjorogsKhroskyabs	to run	rɟuk⁵⁵	rɟuk⁵⁵	r ɟ u ⁵⁵/k	_6551	6551	0	- - r ɟ u ⁵⁵/k -	tib		
4864	NjorogsKhroskyabs	cold (of temperature)	rkʰoʔ⁵⁵	rkʰoʔ⁵⁵	r kʰ ⁵⁵/o ʔ		273	0	r kʰ ⁵⁵/o ʔ - - -			
4865	NjorogsKhroskyabs	the name	rme⁵⁵	rme⁵⁵	r m ⁵⁵/e		3730	0	r m - ⁵⁵/e - - -			
4866	NjorogsKhroskyabs	to forget	rmit⁵⁵	rmit⁵⁵	r m ⁵⁵/i t		5912	0	r m - ⁵⁵/i - - t			
4867	NjorogsKhroskyabs	the dream	rmo⁵⁵	rmo⁵⁵	r m ⁵⁵/o		2299	0	r m - - ⁵⁵/o - - -			
4868	NjorogsKhroskyabs	the grass	rno³³ba⁵³	rno³³ba⁵³	r n ³³/o + b ⁵³/a		2861 8019	0	r n ³³/o + b ⁵³/a			
4869	NjorogsKhroskyabs	to hunt	rŋa⁵⁵vzo⁵⁵	rŋa⁵⁵vzo⁵⁵	r ŋ ⁵⁵/a + v z ⁵⁵/o	6114 _7796	8542 7796	0	r ŋ ⁵⁵/a - + v z ⁵⁵/o			
4870	NjorogsKhroskyabs	the knee	rŋe⁵⁵	rŋe⁵⁵	r ŋ ⁵⁵/e		3235	0	r ŋ - ⁵⁵/e -			
4871	NjorogsKhroskyabs	the fish	roŋ⁵⁵jo³³	roŋ⁵⁵jo³³	r o + ⁵⁵/ŋ + j ³³/o		8165 8164 2542	0	- r o + ⁵⁵/ŋ - + j - - ³³/o - - - - - -			
4872	NjorogsKhroskyabs	to cut	rpe⁵⁵tset⁵⁵	rpe⁵⁵tset⁵⁵	r p ⁵⁵/e + ts ⁵⁵/e t		7756 5604	0	- r p ⁵⁵/e + - ts ⁵⁵/e - t			
4873	NjorogsKhroskyabs	the ice	rpʰam⁵³	rpʰam⁵³	r pʰ ⁵³/a m		3184	0	- r pʰ - ⁵³/a - m -			
4874	NjorogsKhroskyabs	to freeze (intransitive)	rpʰam⁵⁵	rpʰam⁵⁵	r pʰ ⁵⁵/a m		5939	0	r pʰ - ⁵⁵/a m -			
4875	NjorogsKhroskyabs	to squeeze	rtsʰop⁵⁵	rtsʰop⁵⁵	r tsʰ ⁵⁵/o p		6896	0	r tsʰ ⁵⁵/o p			
4876	NjorogsKhroskyabs	the lung	rtsʰos⁵³	rtsʰos⁵³	r tsʰ ⁵³/o s		3435	0	r tsʰ ⁵³/o s			
4877	NjorogsKhroskyabs	the horn (keratinized skin)	ru⁵⁵	ru⁵⁵	r ⁵⁵/u		3079	0	r ⁵⁵/u -			
4879	NjorogsKhroskyabs	stone (of fruit)	rvi⁵⁵	rvi⁵⁵	r v ⁵⁵/i		1768	0	r v ⁵⁵/i			
4880	NjorogsKhroskyabs	the seed	rvi⁵⁵	rvi⁵⁵	r v ⁵⁵/i		4207	0	r v ⁵⁵/i -			
4881	NjorogsKhroskyabs	to wash	rʑi⁵⁵	rʑi⁵⁵	r ʑ ⁵⁵/i		7190	0	r - ʑ ⁵⁵/i -			
4882	NjorogsKhroskyabs	the needle (for sewing)	ʁap⁵⁵	ʁap⁵⁵	ʁ a ⁵⁵/p		7738	0	- ʁ - a - - ⁵⁵/p			
4883	NjorogsKhroskyabs	the sun	ʁbɣi⁵³	ʁbɣi⁵³	ʁ + b ɣ ⁵³/i		8455 4628	0	ʁ + b ɣ ⁵³/i			
4884	NjorogsKhroskyabs	the person	ʁbji⁵⁵	ʁbji⁵⁵	ʁ b j ⁵⁵/i		3917	0	ʁ b j - - ⁵⁵/i			
4885	NjorogsKhroskyabs	many	ʁboʔ⁵⁵	ʁboʔ⁵⁵	ʁ b ⁵⁵/o ʔ		1045	0	ʁ - - b ⁵⁵/o - ʔ			
4886	NjorogsKhroskyabs	horizontal	ʁdam³³daʔm⁵⁵	ʁdam³³daʔm⁵⁵	ʁ + d ³³/a m d ⁵⁵/a ʔ m		792 799	0	ʁ - + - - d ³³/a m d ⁵⁵/a ʔ m -			
4887	NjorogsKhroskyabs	the wheat	ʁji⁵⁵	ʁji⁵⁵	ʁ j ⁵⁵/i		4859	0	ʁ j - ⁵⁵/i			
4888	NjorogsKhroskyabs	the bamboo	ʁji⁵⁵se³³	ʁji⁵⁵se³³	ʁ + j ⁵⁵/i + s ³³/e		8459 1939 8513	0	ʁ + j - ⁵⁵/i - + s ³³/e			
4889	NjorogsKhroskyabs	the sheep	ʁjo⁵⁵	ʁjo⁵⁵	ʁ + j ⁵⁵/o		8344 7677	0	ʁ - + j ⁵⁵/o - - -			
4890	NjorogsKhroskyabs	round	ʁlo³³loʔr⁵⁵	ʁlo³³loʔr⁵⁵	ʁ + l ³³/o l o ʔ ⁵⁵/r		7692 7684	0	ʁ + l ³³/o - l o ʔ ⁵⁵/r - - -			
4891	NjorogsKhroskyabs	the ashes	ʁmu³³dom⁵⁵	ʁmu³³dom⁵⁵	ʁ m ³³/u d o ⁵⁵/m		1912	0	ʁ m ³³/u d o ⁵⁵/m			
4892	NjorogsKhroskyabs	the fire	ʁmu⁵⁵	ʁmu⁵⁵	ʁ + m ⁵⁵/u		8445 2518	0	ʁ + m ⁵⁵/u -			
4893	NjorogsKhroskyabs	dark	ʁni⁵⁵	ʁni⁵⁵	ʁ + n ⁵⁵/i		8442 8441	0	ʁ - + - n ⁵⁵/i -			
4894	NjorogsKhroskyabs	the river	ʁɲam⁵⁵	ʁɲam⁵⁵	ʁ + ɲ ⁵⁵/a m		8405 8031	0	ʁ - + - - ɲ ⁵⁵/a m -			
4895	NjorogsKhroskyabs	the mud	ʁɲo³³mbe⁵⁵	ʁɲo³³mbe⁵⁵	ʁ ɲ ³³/o + m b ⁵⁵/e	3674 _7979	3674 7979	29775	ʁ ɲ - ³³/o + m b ⁵⁵/e			
4896	NjorogsKhroskyabs	heavy	ʁrdit⁵⁵	ʁrdit⁵⁵	ʁ + r d i ⁵⁵/t		8393 703	0	ʁ - + r - - d - i - - ⁵⁵/t - - -			
4897	NjorogsKhroskyabs	narrow	ʁroʔs⁵⁵	ʁroʔs⁵⁵	ʁ r ⁵⁵/o ʔ s		1133	0	ʁ r ⁵⁵/o ʔ s - -			
4898	NjorogsKhroskyabs	eight	ʁvjat⁵³	ʁvjat⁵³	ʁ + v + j ⁵³/a t		8432 8431 7733	0	ʁ + v - + - - j - ⁵³/a t			
4899	NjorogsKhroskyabs	new	sar³³paʔ⁵⁵	sar³³paʔ⁵⁵	s ³³/a r p ⁵⁵/a ʔ	_1191	1191	0	- s ³³/a r p ⁵⁵/a ʔ - - -	tib		
4900	NjorogsKhroskyabs	to kill	sat⁵⁵	sat⁵⁵	s a ⁵⁵/t		6142	0	s - a ⁵⁵/t			
4901	NjorogsKhroskyabs	the ashes	scça⁵⁵kʰa³³χpʰji³³	scça⁵⁵kʰa³³χpʰji³³	s cç ⁵⁵/a kʰ ³³/a χ pʰ j ³³/i		7838	0	s cç ⁵⁵/a kʰ ³³/a χ pʰ j ³³/i			
4902	NjorogsKhroskyabs	right	scʰeʔs	scʰeʔs	s cçʰ e ʔ s		7701	0	- - s cçʰ - e - - - - ʔ s			
4903	NjorogsKhroskyabs	the forest	se³³gu⁵⁵	se³³gu⁵⁵	s ³³/e + g ⁵⁵/u		2669 7728	0	s ³³/e - + g ⁵⁵/u			
4904	NjorogsKhroskyabs	firewood	se⁵⁵	se⁵⁵	s ⁵⁵/e		507	0	- s - ⁵⁵/e -			
4906	NjorogsKhroskyabs	the belly	sə³³tʰa⁵⁵	sə³³tʰa⁵⁵	s ³³/ə tʰ ⁵⁵/a		1999	0	s ³³/ə tʰ ⁵⁵/a			
4907	NjorogsKhroskyabs	the blood	sə⁵⁵	sə⁵⁵	s ⁵⁵/ə		2049	0	- s - ⁵⁵/ə - - -			
4908	NjorogsKhroskyabs	the fruit	sə⁵⁵	sə⁵⁵	s ⁵⁵/ə		2798	0	s ⁵⁵/ə -			
4909	NjorogsKhroskyabs	to die	sə⁵⁵	sə⁵⁵	s ⁵⁵/ə		5654	0	s - ⁵⁵/ə - -			
4910	NjorogsKhroskyabs	the dew	sə⁵⁵rɕoq³³	sə⁵⁵rɕoq³³	s ⁵⁵/ə r + ɕ o ³³/q		2246 8265	0	- - s - ⁵⁵/ə r + ɕ o ³³/q			
4911	NjorogsKhroskyabs	ten	sɣi⁵⁵	sɣi⁵⁵	s ɣ ⁵⁵/i		1802	0	- - s - ɣ - ⁵⁵/i - - -			
4912	NjorogsKhroskyabs	to cook	sɣiʔ⁵⁵	sɣiʔ⁵⁵	s + ɣ ⁵⁵/i ʔ		8421 5523	0	s + ɣ - - ⁵⁵/i - ʔ			
4913	NjorogsKhroskyabs	the heart	sjar⁵³	sjar⁵³	s j a ⁵³/r		3021	0	s j a ⁵³/r			
4914	NjorogsKhroskyabs	to scratch	skʰroq⁵⁵	skʰroq⁵⁵	s + kʰ r ⁵⁵/o q		8175 6604	0	s - + kʰ r ⁵⁵/o q			
4915	NjorogsKhroskyabs	to burn [transitive]	snat⁵⁵	snat⁵⁵	s + n ⁵⁵/a t		8400 5378	0	s + n - - ⁵⁵/a t			
4916	NjorogsKhroskyabs	the nose	sne⁵⁵	sne⁵⁵	s n ⁵⁵/e		3869	0	s n - ⁵⁵/e			
4917	NjorogsKhroskyabs	seven	sneʔs⁵³	sneʔs⁵³	s n ⁵³/e ʔ s		1511	0	s n - ⁵³/e ʔ s			
4918	NjorogsKhroskyabs	the moon	snə³³ɣli⁵⁵	snə³³ɣli⁵⁵	s n ³³/ə + ɣ + l ⁵⁵/i		7943 8427 7945	0	s n ³³/ə + ɣ + - l ⁵⁵/i			
4919	NjorogsKhroskyabs	today	sni⁵³	sni⁵³	s n ⁵³/i		7256	29771	s n ⁵³/i -			
4920	NjorogsKhroskyabs	the day (opposed to night)	sno³³go⁵⁵	sno³³go⁵⁵	s n ³³/o + g ⁵⁵/o		2231 8105	0	s n ³³/o - + g ⁵⁵/o			
4921	NjorogsKhroskyabs	middle	sɲuŋ³³bu⁵⁵	sɲuŋ³³bu⁵⁵	s ɲ u ³³/ŋ b ⁵⁵/u	_1087	1087	0	s ɲ u ³³/ŋ b ⁵⁵/u	tib		
4923	NjorogsKhroskyabs	the child	sŋaq⁵⁵	sŋaq⁵⁵	s ŋ a ⁵⁵/q		2193	0	s ŋ a ⁵⁵/q			
4924	NjorogsKhroskyabs	the frost	sŋar⁵⁵	sŋar⁵⁵	s ŋ ⁵⁵/a r		2763	0	s ŋ - ⁵⁵/a r			
4925	NjorogsKhroskyabs	before	so³³dʑi⁵⁵	so³³dʑi⁵⁵	s ³³/o + dʑ ⁵⁵/i		7644 7642	0	s ³³/o + dʑ ⁵⁵/i			
4926	NjorogsKhroskyabs	the louse	so³³ru⁵⁵	so³³ru⁵⁵	s ³³/o r ⁵⁵/u		3411	0	s ³³/o - r ⁵⁵/u - -			
4927	NjorogsKhroskyabs	the tree	so³³χpʰo⁵⁵	so³³χpʰo⁵⁵	s ³³/o + χ pʰ ⁵⁵/o		4806 4808	0	s - ³³/o - + χ pʰ ⁵⁵/o -			
4928	NjorogsKhroskyabs	to breathe	soŋ⁵⁵sə⁵⁵lat⁵⁵	soŋ⁵⁵sə⁵⁵lat⁵⁵	s o ⁵⁵/ŋ s ⁵⁵/ə + l a ⁵⁵/t		5327 5329	0	- s o ⁵⁵/ŋ s - ⁵⁵/ə + l a ⁵⁵/t			
4929	NjorogsKhroskyabs	to hide (conceal)	spiʔt⁵⁵	spiʔt⁵⁵	s + p ⁵⁵/i ʔ + t		8423 6034 8424	0	s - + - p - ⁵⁵/i - ʔ + t			
4930	NjorogsKhroskyabs	the wolf	spjaŋ³³gu⁵³	spjaŋ³³gu⁵³	s p j ³³/a ŋ g ⁵³/u	_4963	4963	0	s p j ³³/a ŋ g ⁵³/u -	tib		
4931	NjorogsKhroskyabs	long	sre⁵⁵	sre⁵⁵	s r ⁵⁵/e		1007	0	- - - - s - r - ⁵⁵/e - - - - - -			
4932	NjorogsKhroskyabs	long	sren⁵⁵	sren⁵⁵	s r ⁵⁵/e n		1007	0	- - - - s - r - ⁵⁵/e - - n - - -			
4933	NjorogsKhroskyabs	the tiger	staq⁵³	staq⁵³	s t a ⁵³/q	_4733	4733	0	s t a ⁵³/q	tib		
4934	NjorogsKhroskyabs	the egg	stʰək⁵⁵	stʰək⁵⁵	s tʰ ə ⁵⁵/k		2423	0	s tʰ ə ⁵⁵/k			
4935	NjorogsKhroskyabs	straight	stu⁵⁵	stu⁵⁵	s t ⁵⁵/u		1777	0	- s t - ⁵⁵/u - - - - -			
4936	NjorogsKhroskyabs	who	su⁵³	su⁵³	s ⁵³/u		7495	0	s - - ⁵³/u - -			
4937	NjorogsKhroskyabs	the hoof	ta³³ka⁵⁵tsa³³	ta³³ka⁵⁵tsa³³	t ³³/a + k ⁵⁵/a + ts ³³/a		3052 3068 8073	0	t ³³/a + - k - ⁵⁵/a - - + ts - ³³/a			
4938	NjorogsKhroskyabs	the branch	tai³³ga⁵⁵	tai³³ga⁵⁵	t a + ³³/i g ⁵⁵/a	_2135 _2136	2135 2136	0	t a - + - - ³³/i g - ⁵⁵/a -	situ		
4939	NjorogsKhroskyabs	the otter	tɕʰi³³sram⁵³	tɕʰi³³sram⁵³	tɕʰ ³³/i + s r ⁵³/a m	_3892 7880	3892 7880	0	tɕʰ ³³/i + - s r ⁵³/a m	partial tib: chu		
4940	NjorogsKhroskyabs	to cut	tɕʰop⁵⁵	tɕʰop⁵⁵	tɕʰ ⁵⁵/o p		5625	0	tɕʰ ⁵⁵/o p			
4941	NjorogsKhroskyabs	to sew	tɕʰop⁵⁵	tɕʰop⁵⁵	tɕʰ ⁵⁵/o p		6653	0	tɕʰ ⁵⁵/o p			
4942	NjorogsKhroskyabs	what	te⁵³	te⁵³	t ⁵³/e		7413	0	- t - ⁵³/e -			
4943	NjorogsKhroskyabs	how	te⁵⁵mɲet³³me³³	te⁵⁵mɲet³³me³³	t ⁵⁵/e + m ɲ ³³/e t + m ³³/e		7754 8002 8004	0	- t - ⁵⁵/e - - + m ɲ ³³/e t + m ³³/e			
4944	NjorogsKhroskyabs	the sky	tə³³mu⁵⁵	tə³³mu⁵⁵	t ³³/ə + m ⁵⁵/u		8158 4376	0	t ³³/ə + m ⁵⁵/u - - -			
4945	NjorogsKhroskyabs	far	tʰaq³³raŋ⁵³	tʰaq³³raŋ⁵³	tʰ ³³/a q + r ⁵³/a ŋ	_8037 _474	8037 474	0	- tʰ ³³/a q + r ⁵³/a ŋ	tib		
4946	NjorogsKhroskyabs	to drink	tʰe⁵⁵	tʰe⁵⁵	tʰ ⁵⁵/e		5711	0	tʰ - ⁵⁵/e - -			
4947	NjorogsKhroskyabs	the meat	tʰom⁵³	tʰom⁵³	tʰ o ⁵³/m		3489	0	- tʰ o - ⁵³/m			
4949	NjorogsKhroskyabs	the goat	tsʰet⁵⁵	tsʰet⁵⁵	tsʰ e ⁵⁵/t		2833	0	tsʰ - e ⁵⁵/t -			
4950	NjorogsKhroskyabs	the salt	tsʰə⁵⁵	tsʰə⁵⁵	tsʰ ⁵⁵/ə	_4139	4139	0	tsʰ ⁵⁵/ə	tib		
4951	NjorogsKhroskyabs	to know	tsʰoʔ⁵⁵	tsʰoʔ⁵⁵	tsʰ ⁵⁵/o ʔ		8544	0	tsʰ - ⁵⁵/o - ʔ			
4952	NjorogsKhroskyabs	the salt	tsʰrə⁵⁵	tsʰrə⁵⁵	tsʰ r ⁵⁵/ə		7847	0	tsʰ r ⁵⁵/ə			
4953	NjorogsKhroskyabs	salty	tsʰrəʔ⁵⁵	tsʰrəʔ⁵⁵	tsʰ r ⁵⁵/ə ʔ		1481	0	tsʰ - r ⁵⁵/ə ʔ			
4954	NjorogsKhroskyabs	to push	tʂaq⁵⁵	tʂaq⁵⁵	ʈʂ ⁵⁵/a q		6486	0	- ʈʂ ⁵⁵/a q -			
4955	NjorogsKhroskyabs	to squeeze	tʂaq⁵⁵	tʂaq⁵⁵	ʈʂ a ⁵⁵/q		7953	0	- ʈʂ a ⁵⁵/q -			
4956	NjorogsKhroskyabs	all	vde³³vde⁵³	vde³³vde⁵³	v d ³³/e v d ⁵³/e		89	0	v d ³³/e - v d ⁵³/e			
4957	NjorogsKhroskyabs	the thigh	vdom⁵⁵	vdom⁵⁵	v d o ⁵⁵/m		4682	0	v d o ⁵⁵/m			
4958	NjorogsKhroskyabs	the back	vgur⁵³	vgur⁵³	v g ⁵³/u r		1921	0	v g - - ⁵³/u r			
4959	NjorogsKhroskyabs	to come	vi⁵⁵	vi⁵⁵	v ⁵⁵/i		5490	29780	v ⁵⁵/i			
4960	NjorogsKhroskyabs	correct (right)	vɟe⁵⁵	vɟe⁵⁵	v ɟ ⁵⁵/e		303	0	v ɟ - ⁵⁵/e -			
4961	NjorogsKhroskyabs	smooth	vleʔk⁵⁵	vleʔk⁵⁵	v l ⁵⁵/e ʔ k		1694	0	- - v - - - l - ⁵⁵/e ʔ k			
4962	NjorogsKhroskyabs	to burn [transitive]	vlo⁵⁵	vlo⁵⁵	v l ⁵⁵/o		5371	0	v l ⁵⁵/o -			
4963	NjorogsKhroskyabs	hundred	vrje⁵³	vrje⁵³	v + r j ⁵³/e		8291 7856	0	v - + r j - ⁵³/e -			
4964	NjorogsKhroskyabs	to see	vro⁵³	vro⁵³	v + r ⁵³/o		8489 6629	0	v + r ⁵³/o - -			
4965	NjorogsKhroskyabs	the intestines	vu⁵⁵pʰrom⁵³	vu⁵⁵pʰrom⁵³	v ⁵⁵/u + pʰ r o ⁵³/m		3214 8232	0	- v - ⁵⁵/u - - + pʰ r o ⁵³/m			
4969	NjorogsKhroskyabs	to bite	vzek⁵⁵	vzek⁵⁵	v z ⁵⁵/e k		5262	0	v z ⁵⁵/e k			
4970	NjorogsKhroskyabs	to turn (around)	vzɣiʔ⁵⁵	vzɣiʔ⁵⁵	v z ɣ ⁵⁵/i ʔ		7120	0	v z ɣ ⁵⁵/i ʔ			
4971	NjorogsKhroskyabs	to split	vzur⁵³	vzur⁵³	v z ⁵³/u r	_6868	8496	0	v z ⁵³/u r			
4972	NjorogsKhroskyabs	noon	vʑo⁵⁵	vʑo⁵⁵	v ʑ ⁵⁵/o		1239	0	v ʑ ⁵⁵/o			
4973	NjorogsKhroskyabs	the noon	vʑo⁵⁵	vʑo⁵⁵	v ʑ ⁵⁵/o		3853	0	v ʑ ⁵⁵/o			
4974	NjorogsKhroskyabs	the wing	war³³kʰam⁵³	war³³kʰam⁵³	w ³³/a + r kʰ a ⁵³/m		4947 4938	0	w - ³³/a - - - - - + r kʰ a ⁵³/m			
4975	NjorogsKhroskyabs	the head	wu⁵⁵	wu⁵⁵	w ⁵⁵/u		2991	0	w - ⁵⁵/u - -			
4976	NjorogsKhroskyabs	the hair (of the head)	wu⁵⁵mə⁵⁵rma⁵⁵	wu⁵⁵mə⁵⁵rma⁵⁵	w ⁵⁵/u + m ⁵⁵/ə + r m ⁵⁵/a		2935 7835 2934	0	w - ⁵⁵/u + m ⁵⁵/ə - + r m ⁵⁵/a - -			
4977	NjorogsKhroskyabs	wet	xɕiʔt⁵⁵	xɕiʔt⁵⁵	x ɕ i ʔ ⁵⁵/t		7397	0	x ɕ i ʔ ⁵⁵/t			
4978	NjorogsKhroskyabs	three	xsom⁵³	xsom⁵³	x s ⁵³/o m		7832	0	x - s ⁵³/o m - -			
4979	NjorogsKhroskyabs	to be alive	xsuʔ⁵⁵	xsuʔ⁵⁵	x s ⁵⁵/u ʔ		7769	0	x s - - ⁵⁵/u ʔ - - - -			
4980	NjorogsKhroskyabs	six	xtɕok⁵⁵	xtɕok⁵⁵	x tɕ o ⁵⁵/k		1641	0	x - tɕ - - - o - ⁵⁵/k - -			
4981	NjorogsKhroskyabs	the sickle	xtiʔ⁵⁵	xtiʔ⁵⁵	x t ⁵⁵/i ʔ		4319	0	x t - - ⁵⁵/i ʔ			
4982	NjorogsKhroskyabs	short	xtiʔs⁵⁵	xtiʔs⁵⁵	x t ⁵⁵/i ʔ s		1568	0	x t ⁵⁵/i - - - ʔ s			
4983	NjorogsKhroskyabs	the lightning	zblap⁵⁵	zblap⁵⁵	z b l ⁵⁵/a p		3340	0	- z b l - ⁵⁵/a p			
4984	NjorogsKhroskyabs	dry	zbuk⁵⁵	zbuk⁵⁵	z b u ⁵⁵/k		388	0	z b - u ⁵⁵/k			
4985	NjorogsKhroskyabs	the cloud	zdem⁵³	zdem⁵³	z d ⁵³/e m		2207	0	z - d - ⁵³/e - m -			
4986	NjorogsKhroskyabs	the fog	zdem⁵³	zdem⁵³	z d ⁵³/e m		2615	0	- z d - ⁵³/e - m -			
4987	NjorogsKhroskyabs	small	ze⁵³	ze⁵³	z ⁵³/e		1674	0	- - z - ⁵³/e - -			
4988	NjorogsKhroskyabs	the star	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə		4551	0	z - - g r - ⁵³/ə - -			
4989	NjorogsKhroskyabs	the son	zi⁵⁵	zi⁵⁵	z ⁵⁵/i		4481	0	z - ⁵⁵/i			
4990	NjorogsKhroskyabs	sharp	zok⁵⁵	zok⁵⁵	z ⁵⁵/o k		1537	0	- - z ⁵⁵/o k - - -			
4991	NjorogsKhroskyabs	the grass	χɕe⁵³	χɕe⁵³	χ ɕ ⁵³/e		2862	0	χ ɕ - ⁵³/e -			
4992	NjorogsKhroskyabs	to cry (weep)	χɕi⁵³	χɕi⁵³	χ ɕ ⁵³/i		5589	0	χ ɕ ⁵³/i			
4993	NjorogsKhroskyabs	to vomit	χpʰaʔs⁵⁵	χpʰaʔs⁵⁵	χ pʰ ⁵⁵/a ʔ s		7133	0	- χ - pʰ - ⁵⁵/a - ʔ s			
4994	NjorogsKhroskyabs	the mud	χpʰji⁵⁵	χpʰji⁵⁵	χ pʰ j ⁵⁵/i		3683	29776	( - χ - pʰ j ⁵⁵/i )			
4995	NjorogsKhroskyabs	yesterday	χsni⁵⁵	χsni⁵⁵	χ + s n ⁵⁵/i		7567 7579	0	χ - + s n - ⁵⁵/i -			
4996	NjorogsKhroskyabs	yellow	χsor³³poʔ⁵⁵	χsor³³poʔ⁵⁵	χ s ³³/o r p ⁵⁵/o ʔ	_7538	7538	0	χ s ³³/o r p ⁵⁵/o ʔ	tib		
4997	NjorogsKhroskyabs	the earth (soil)	χtɕʰo³³tʰi⁵⁵	χtɕʰo³³tʰi⁵⁵	χ tɕʰ ³³/o + tʰ ⁵⁵/i		2369 7667	0	χ tɕʰ - ³³/o - + tʰ ⁵⁵/i			
4998	NjorogsKhroskyabs	the fox	χtʰje⁵⁵	χtʰje⁵⁵	χ + tʰ j ⁵⁵/e		8318 2691	0	χ - + tʰ j ⁵⁵/e -			
4999	NjorogsKhroskyabs	rotten (of fruits)	χtsit⁵⁵	χtsit⁵⁵	χ + ts ⁵⁵/i + t		8415 1440 8416	0	χ + ts - ⁵⁵/i - + t			
5000	Tshobdun	the pig	’pa	’pa	p a		3931	0	p - a -			
5001	Tshobdun	the goat	’tsʰet	’tsʰet	tsʰ e t		2833	0	tsʰ - e t -			
5002	Tshobdun	to rub	ɐɣləɣlɐ	ɐɣləɣlɐ	ɐ ɣ l ə ɣ l ɐ		6540	0	- ɐ ɣ l - ə ɣ l ɐ - -			
5003	Tshobdun	I [first person singular]	ɐɟiʔ	ɐɟiʔ	ɐ + ɟ i ʔ		8561 8411	0	ɐ + ɟ i ʔ			
5004	Tshobdun	to fall	ɐldɛʔ	ɐldɛʔ	ɐ l d ɛ ʔ		5771	0	ɐ l d ɛ ʔ			
5005	Tshobdun	to sit	ɐmdzuʔ	ɐmdzuʔ	ɐ + m dz u ʔ		8285 6737	0	ɐ + m dz u ʔ			
5006	Tshobdun	sharp	ɐmtʃɔ	ɐmtʃɔ	ɐ m tʃ ɔ		8460	992	ɐ m tʃ ɔ -			
5007	Tshobdun	straight	ɐstoʔ	ɐstoʔ	ɐ + s t o ʔ		1776 1777	0	ɐ + - s t - o - ʔ - - -			
5008	Tshobdun	before	cʰeʔ	cʰeʔ	cʰ e ʔ		7672	0	- cʰ e ʔ			
5009	Tshobdun	to open	cuʔ	cuʔ	c u ʔ		8560	0	- c - - u ʔ			
5010	Tshobdun	tomorrow	fsə́fsi	fsə́fsi	f s ə́/ə f s i		7284	0	f s - ə́/ə f s i -			
5011	Tshobdun	to hear	fsɛʔ	fsɛʔ	f s ɛ ʔ		6005	0	f - s ɛ - ʔ			
5012	Tshobdun	to rub	ɣlɛʔ	ɣlɛʔ	ɣ l ɛ ʔ		6540	0	- - ɣ l - ɛ - - - - ʔ			
5013	Tshobdun	the fire	ɣⁿdʒov	ɣⁿdʒov	ɣ ⁿdʒ o v		2522	0	ɣ ⁿdʒ o v			
5014	Tshobdun	white	ɣrəmʔ	ɣrəmʔ	ɣ r ə m ʔ		7471	0	ɣ - r ə - - m ʔ - - -			
5015	Tshobdun	the hand	ja	ja	j a		7707	0	- j - a - -			
5016	Tshobdun	thick	ja	ja	j a		5132	0	j - a - - - - - - -			
5017	Tshobdun	high / tall	jɐnʔ	jɐnʔ	j ɐ n ʔ		767	0	j ɐ n ʔ			
5018	Tshobdun	to plant (vegetals, rice)	ji kɐ́-ji	ji kɐ́-ji	j i + k ɐ́/ɐ + j i		6387 6391 6388	0	- - j i - + k ɐ́/ɐ + - - - j - i - -			
5019	Tshobdun	to sow (broadcast, scatter seeds)	ji kɐ́-ji	ji kɐ́-ji	j i + k ɐ́/ɐ + j i		7892 7894 6812	0	- - j i - + k ɐ́/ɐ + - - - j i -			
5020	Tshobdun	the tail	jmɐ	jmɐ	j m ɐ		4652	0	j m - - ɐ - -			
5021	Tshobdun	to forget	jmə̂t	jmə̂t	j m ə̂/ə t		5912	0	j m - ə̂/ə - - t			
5022	Tshobdun	the dream	jmi	jmi	j m i		2299	0	j m - - i - - -			
5023	Tshobdun	today	josŋiʔ	josŋiʔ	j o + s ŋ i ʔ		7650 7256	29769	j o + s ŋ i ʔ			
5024	Tshobdun	thick	jpejpom	jpejpom	j p e j p o m		5141	0	j p e j p o m			
5025	Tshobdun	firewood	kɐ́ju	kɐ́ju	k ɐ́/ɐ j u		511	0	k ɐ́/ɐ j u			
5026	Tshobdun	the wood (material)	kɐ́ju	kɐ́ju	k ɐ́/ɐ j u		5018	0	k ɐ́/ɐ j u			
