ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE	SUBGROUP
7336	Cogtse Situ	to hold	kɐ-ndʐǝt2	kɐ-ndʐǝt2	k ɐ n d ʐ ǝ t 2								Rgyalrongic
7630	Njorogs Khroskyabs	to hold	dʑe⁵⁵	dʑe⁵⁵	d ʑ e ⁵⁵								Rgyalrongic
7742	mBrongrdzon Khroskyabs	to hold	ndʒe	ndʒe	n d ʒ e								Rgyalrongic
8273	Bawang Horpa	to hold	v-kʰrə	v-kʰrə	v kʰ r ə								Rgyalrongic
8274	Bawang Horpa	to hold	wtʂɐ	wtʂɐ	w t ʂ ɐ								Rgyalrongic
8466	Situ in Jarongyiyu	to hold	ki-ɦdres	ki-ɦdres	k i ɦ d r e s								Rgyalrongic
8467	Situ in Jarongyiyu	to hold	ka-ɕab	ka-ɕab	k a ɕ a b								Rgyalrongic
8710	Shimuliu Japhug	to hold	kɐ-ⁿdo	kɐ-ⁿdo	k ɐ ⁿd o								Rgyalrongic
6915	Yaoji Situ	to hold tightly	ka⁵⁵sa⁵⁵zək⁵⁵zək³³	ka⁵⁵sa⁵⁵zək⁵⁵zək³³	k a ⁵⁵ s a ⁵⁵ z ə k ⁵⁵ z ə k ³³								Rgyalrongic
198	Bantawa	to hunt	onma (onta)	onma (onta)	o n m a + o n t a		6110 6111	0	o n m a + o n t a				Kiranti
497	Stau	to hunt	rŋa və	rŋa və	r ŋ a + v ə		8542 6119	1455	r ŋ a - + v ə		19502		rGyalrongic
792	Japhug	to hunt	ɣɤrʁaʁ	ɣɤrʁaʁ	ɣ ɤ + r ʁ a ʁ		6112 6114	1455	ɣ ɤ + r ʁ a - ʁ		4977		rGyalrongic
1142	Tangut	to hunt	ba	ba	b a		6114	1455	- b a - -		38074		Tangut
1441	Wobzi Khroskyabs	to hunt	rŋɑ́	rŋɑ́	r ŋ ɑ́/ɑ		8542	1455	r ŋ ɑ́/ɑ -		31649		rGyalrongic
1764	Zhaba	to hunt	tʂhɪ⁵⁵phɪ⁵⁵	tʂhɪ⁵⁵phɪ⁵⁵	ʈʂʰ ⁵⁵/ɪ + pʰ ⁵⁵/ɪ		6130 8169	2337	ʈʂʰ ⁵⁵/ɪ + pʰ ⁵⁵/ɪ		21959		Qiangic
2010	Mbarkhams Situ	to hunt	tɐ rwɐk kɑ pɑ	tɐ rwɐk kɑ pɑ	t ɐ + r w ɐ k + k ɑ + p ɑ		6117 6114 6118 6119	1455	t ɐ + r w ɐ - k + k ɑ + p ɑ		16095		rGyalrongic
2270	Kangding Minyag	to hunt	ni³³ŋguæ⁵³	ni³³ŋguæ⁵³	n ³³/i + ŋ g u ⁵³/æ		8168 6120	0	n ³³/i + ŋ g u ⁵³/æ		23188		Qiangic
2618	Pengbuxi Minyag	to hunt	2ŋgɛnʌvə	2ŋgɛnʌvə	ŋ g ɛ + n ʌ + v ²/ə		6120 8168 6119	0	ŋ g - ɛ + n ʌ + v ²/ə				Qiangic
2820	Old Burmese	to hunt	a◦mai◦luik	a◦mai◦luik	a + m a i + l u i k		6124 6125 6126	1054	a + m a i + l u i k		31286		Burmish
3068	Xinlong Queyu	to hunt	tɕha³³rɛ⁵⁵	tɕha³³rɛ⁵⁵	tɕʰ ³³/a + r ⁵⁵/ɛ		6130 8167	0	tɕʰ ³³/a + r ⁵⁵/ɛ		20763		Qiangic
3215	Pubarong Queyu	to hunt	tɕʰəɕi	tɕʰəɕi	tɕʰ ə + ɕ ī/i		6130 8170	0	tɕʰ ə + ɕ ī/i				Qiangic
3647	Siyuewu Khroskyabs	to hunt	rŋɑ	rŋɑ	r ŋ ɑ̂/ɑ		8542	0	r ŋ ɑ̂/ɑ -		39079		Rgyalrongic
3959	Bragbar Situ	to hunt	va-rwāk	va-rwāk	v a + r w ā/a k		6112 6114	0	v a + r w ā/a - k				Rgyalrongic
4180	Geshiza	to hunt	rŋa	rŋa	r ŋ a		8542	0	r ŋ a -				Rgyalrongic
4593	Guanyinqiao Khroskyabs	to hunt	rŋa⁵³	rŋa⁵³	r ŋ ⁵³/a		8542	0	r ŋ ⁵³/a -				Rgyalrongic
4869	Njorogs Khroskyabs	to hunt	rŋa⁵⁵vzo⁵⁵	rŋa⁵⁵vzo⁵⁵	r ŋ ⁵⁵/a + v z ⁵⁵/o	6114 _7796	8542 7796	0	r ŋ ⁵⁵/a - + v z ⁵⁵/o				Rgyalrongic
5131	Tshobdun	to hunt	qɐrŋiʔ	qɐrŋiʔ	q ɐ + r ŋ i ʔ		8171 8542	0	q ɐ + r ŋ i ʔ				Rgyalrongic
5362	Ngyaltsu Zbu	to hunt	kɑ-nɑ́ʔ	kɑ-nɑ́ʔ	k ɑ + n ɑ́/ɑ ʔ		6118 6122	0	k ɑ + n ɑ́/ɑ ʔ				Rgyalrongic
6076	Kyomkyo Situ	to hunt	kavarweʔk	kavarweʔk	k a + v a + r w e ʔ k		6118 6112 6114	0	k a + v a + r w e ʔ k				Rgyalrongic
6773	Mazur Stau	to hunt	rŋæ	rŋæ	r ŋ æ		8542	0	r ŋ æ -				Rgyalrongic
6774	Mazur Stau	to hunt	rmun	rmun	r m u n		7950	0					Rgyalrongic
7050	Yaoji Situ	to hunt	ta⁵⁵rwak⁵⁵	ta⁵⁵rwak⁵⁵	t a ⁵⁵ r w a k ⁵⁵								Rgyalrongic
7328	Cogtse Situ	to hunt	tɐ-rwɐk ka-pa	tɐ-rwɐk_ka-pa	t ɐ r w ɐ k _ k a p a								Rgyalrongic
7619	Njorogs Khroskyabs	to hunt	rŋa⁵⁵vzo⁵⁵	rŋa⁵⁵vzo⁵⁵	r ŋ a ⁵⁵ v z o ⁵⁵								Rgyalrongic
7940	mBrongrdzon Khroskyabs	to hunt	rŋæ	rŋæ	r ŋ æ								Rgyalrongic
8275	Bawang Horpa	to hunt	rŋa wə	rŋa_wə	r ŋ a _ w ə								Rgyalrongic
224	Bantawa	to kill	setma	setma	s e t + m a	_-:suffix/ma	6142 9	0	s - e t + m a				Kiranti
498	Stau	to kill	sɛ	sɛ	sʰ ɛ		6142	3125	sʰ - ɛ -		22273		rGyalrongic
499	Stau	to kill	ntɕə	ntɕə	n tɕ ə		6147	2428	n tɕ ə -		22278		rGyalrongic
793	Japhug	to kill	sat	sat	s a t		6142	3125	s - a t		5242		rGyalrongic
1143	Tangut	to kill	sja¹	sja¹	s j ¹/a		6142	3125	s j ¹/a -		5246		Tangut
1442	Wobzi Khroskyabs	to kill	sɑ	sɑ	s ɑ̂/ɑ		6142	3125	s - ɑ̂/ɑ -		31654		rGyalrongic
1766	Zhaba	to kill	se⁵⁵	se⁵⁵	sʰ ⁵⁵/e		6142	3125	sʰ - ⁵⁵/e -		22215		Qiangic
2011	Mbarkhams Situ	to kill	kɑ sɑt	kɑ sɑt	k ɑ + s ɑ t		6144 6142	3125	k ɑ + s - ɑ t		25276		rGyalrongic
2271	Kangding Minyag	to kill	nɐ³³ sɐ⁵³	nɐ³³ sɐ⁵³	n ³³/ɐ + s ⁵³/ɐ		6146 6142	0	n ³³/ɐ + s - ⁵³/ɐ -		23430		Qiangic
2414	Pengbuxi Minyag	to kill	1nʌsʌ	1nʌsʌ	n ʌ + s ¹/ʌ		6146 6142	0	n ʌ + s - ¹/ʌ -				Qiangic
2821	Old Burmese	to kill	sat	sat	s a t		6142	3125	s - a t		31241		Burmish
3069	Xinlong Queyu	to kill	pse⁵⁵	pse⁵⁵	p + s ⁵⁵/e		6143 6142	0	p + s - ⁵⁵/e -		21009		Qiangic
3208	Pubarong Queyu	to kill	sə	sə	sʰ ə̂/ə		6142	0	sʰ - ə̂/ə -				Qiangic
3648	Siyuewu Khroskyabs	to kill	sɑd	sɑd	s ɑ̂/ɑ d		6142	0	s - ɑ̂/ɑ d		39080		Rgyalrongic
3960	Bragbar Situ	to kill	siɛ̄t	siɛ̄t	s i ɛ̄/ɛ t		6142	0	s i ɛ̄/ɛ t				Rgyalrongic
4252	Geshiza	to kill	v-sæ	v-sæ	v + sʰ æ		6143 6142	0	v + sʰ - æ -				Rgyalrongic
4594	Guanyinqiao Khroskyabs	to kill	sa⁵³	sa⁵³	s ⁵³/a		6142	0	s - ⁵³/a -				Rgyalrongic
4595	Guanyinqiao Khroskyabs	to kill	nɕi⁵³	nɕi⁵³	n ɕ ⁵³/i		6147	0	n ɕ ⁵³/i -				Rgyalrongic
4814	Njorogs Khroskyabs	to kill	ntɕʰi⁵⁵	ntɕʰi⁵⁵	n tɕʰ ⁵⁵/i		6147	0	n tɕʰ ⁵⁵/i -				Rgyalrongic
4900	Njorogs Khroskyabs	to kill	sat⁵⁵	sat⁵⁵	s a ⁵⁵/t		6142	0	s - a ⁵⁵/t				Rgyalrongic
5096	Tshobdun	to kill	ntʃʰe	ntʃʰe	n tʃʰ e		6147	0	n tʃʰ e -				Rgyalrongic
5319	Ngyaltsu Zbu	to kill	kɐ-ntɕhéʔ	kɐ-ntɕhéʔ	k ɐ + n tɕʰ é/e ʔ		6144 6147	0	k ɐ + n tɕʰ é/e ʔ				Rgyalrongic
5756	Zlarong	to kill	sə55	sə55	s ⁵⁵/ə		6142	0	s - ⁵⁵/ə -				Chamdoic
6077	Kyomkyo Situ	to kill	kasat	kasat	k a + s a t		6144 6142	0	k a + s - a t				Rgyalrongic
6775	Mazur Stau	to kill	v-sɛ	v-sɛ	v + s ɛ		6143 6142	0	v + s - ɛ -				Rgyalrongic
6916	Yaoji Situ	to kill	ka⁵⁵sat⁵⁵	ka⁵⁵sat⁵⁵	k a ⁵⁵ s a t ⁵⁵								Rgyalrongic
7315	Cogtse Situ	to kill	ka-sat	ka-sat	k a s a t								Rgyalrongic
7604	Njorogs Khroskyabs	to kill	sat⁵⁵	sat⁵⁵	s a t ⁵⁵								Rgyalrongic
7931	mBrongrdzon Khroskyabs	to kill	sæt	sæt	s æ t								Rgyalrongic
8276	Bawang Horpa	to kill	sʰɐ	sʰɐ	sʰ ɐ								Rgyalrongic
8711	Shimuliu Japhug	to kill	kɐ-sɐt	kɐ-sɐt	k ɐ s ɐ t								Rgyalrongic
61	Bantawa	to knead	dɨpma	dɨpma	d ɨ p m a		6171	0	d ɨ p m a				Kiranti
500	Stau	to knead	lne	lne	l + n e		8493 6173	4197	l + n e - - - -		19289		rGyalrongic
795	Japhug	to knead	ɣle	ɣle	ɣ l e		6185	4047	- ɣ l e		32341		rGyalrongic
1144	Tangut	to knead	nej	nej	n e j		6173	4197	n e j - - -		38261		Tangut
1443	Wobzi Khroskyabs	to knead	lne	lne	l + n ê/e		8493 6173	4197	l + n ê/e - - - -		31655		rGyalrongic
1767	Zhaba	to knead	kʌ³³ʂtʂə⁵⁵	kʌ³³ʂtʂə⁵⁵	k ³³/ʌ ʂ ʈʂ ⁵⁵/ə		6183	2412	k ³³/ʌ ʂ ʈʂ ⁵⁵/ə		22210		Qiangic
2012	Mbarkhams Situ	to knead	kɑ ni	kɑ ni	k ɑ + n i		6175 6173	4197	k ɑ + n i - - - -		18422		rGyalrongic
2272	Kangding Minyag	to knead	no³³zə⁵³	no³³zə⁵³	n ³³/o z ⁵³/ə		6173	0	n ³³/o - - z ⁵³/ə		23425		Qiangic
2539	Pengbuxi Minyag	to knead	2ɦɛni	2ɦɛni	ɦ ɛ + n ²/i		8388 6173	0	ɦ ɛ + n ²/i - - - -				Qiangic
2822	Old Burmese	to knead	nay	nay	n a y		6173	4197	n a y - - -		31242		Burmish
3070	Xinlong Queyu	to knead	(tʂi¹³ ndɔ⁵⁵) kɯ⁵⁵ɬɛ⁵⁵	(tʂi¹³ ndɔ⁵⁵) kɯ⁵⁵ɬɛ⁵⁵	ʈʂ ¹³/i + n d ⁵⁵/ɔ + k ⁵⁵/ɯ + ɬ ⁵⁵/ɛ		6180 6181 8529 6185	0	ʈʂ ¹³/i + n d ⁵⁵/ɔ + k ⁵⁵/ɯ + - - ɬ ⁵⁵/ɛ		18688		Qiangic
3353	Pubarong Queyu	to knead	hni	hni	h + n ī/i		8493 6173	0	h + n ī/i - - - -				Qiangic
3649	Siyuewu Khroskyabs	to knead	lni	lni	l + n î/i		8493 6173	0	l + n î/i - - - -		39081		Rgyalrongic
3961	Bragbar Situ	to knead	rnɐ̂j	rnɐ̂j	r + n ɐ̂/ɐ j		8493 6173	0	r + n ɐ̂/ɐ j - - -				Rgyalrongic
4119	Geshiza	to knead	nle	nle	n l e		6185	0	n - l e				Rgyalrongic
4596	Guanyinqiao Khroskyabs	to knead	lne⁵³	lne⁵³	l + n ⁵³/e		8493 6173	0	l + n ⁵³/e - - - -				Rgyalrongic
4735	Njorogs Khroskyabs	to knead	ɣzop⁵⁵	ɣzop⁵⁵	ɣ z o ⁵⁵/p		6179	0	ɣ z o ⁵⁵/p				Rgyalrongic
4757	Njorogs Khroskyabs	to knead	lne⁵³	lne⁵³	l + n ⁵³/e		8493 6173	0	l + n ⁵³/e - - - -				Rgyalrongic
5300	Ngyaltsu Zbu	to knead	kɐ-lniʔ	kɐ-lniʔ	k ɐ + l + n í/i ʔ		6175 8493 6173	0	k ɐ + l + n í/i - ʔ - -				Rgyalrongic
5653	Zlarong	to knead	mə53	mə53	m ⁵³/ə		6184	0	m ⁵³/ə				Chamdoic
6776	Mazur Stau	to knead	rni	rni	r + n i		8493 6173	0	r + n i - - - -				Rgyalrongic
6895	Yaoji Situ	to knead	ka³³rən⁵⁵ɲo³³ 	ka³³rən⁵⁵ɲo³³_	k a ³³ r ə n ⁵⁵ ɲ o ³³ _								Rgyalrongic
7157	Cogtse Situ	to knead	ka-lni2	ka-lni2	k a l n i 2								Rgyalrongic
7434	Njorogs Khroskyabs	to knead	lne⁵³	lne⁵³	l n e ⁵³								Rgyalrongic
7826	mBrongrdzon Khroskyabs	to knead	lne	lne	l n e								Rgyalrongic
8277	Bawang Horpa	to knead	jɲe	jɲe	j ɲ e								Rgyalrongic
8712	Shimuliu Japhug	to knead	kɐ-rɐ-lɐj	kɐ-rɐ-lɐj	k ɐ r ɐ l ɐ j								Rgyalrongic
226	Bantawa	to know	sinma (sintu)	sinma (sintu)	s i + n m a + s i n t u	know ? ?	6199 6198 8213	0	s - i - - - + n m a + s i n t u				Kiranti
892	Japhug	to know	sɯz	sɯz	s ɯ z		6199	0	s - ɯ - z -				rGyalrongic
1221	Tangut	to know	sjij²	sjij²	s j ²/i j		8544	0	s j ²/i j -				Tangut
1521	Wobzi Khroskyabs	to know	tsʰé	tsʰé	tsʰ é/e		8544	0	tsʰ - é/e - -				rGyalrongic
2545	Pengbuxi Minyag	to know	2khəkø	2khəkø	kʰ ə + k ²/ø		8212 6203	0	kʰ ə + k ²/ø				Qiangic
3354	Pubarong Queyu	to know	xo go	xo go	x o + g o		8212 6203	0	x o + g o				Qiangic
3650	Siyuewu Khroskyabs	to know	tsʰé	tsʰé	tsʰ é/e		8544	0	tsʰ - é/e - -		39082		Rgyalrongic
3962	Bragbar Situ	to know	ɕə̂	ɕə̂	ɕ ə̂/ə		7824	0	ɕ ə̂/ə				Rgyalrongic
4251	Geshiza	to know	v-se	v-se	v + s e		6200 8544	0	v + s - e - -				Rgyalrongic
4597	Guanyinqiao Khroskyabs	to know	χtsʰru⁵⁵	χtsʰru⁵⁵	χ tsʰ r ⁵⁵/u		6201	0	χ tsʰ r ⁵⁵/u				Rgyalrongic
4951	Njorogs Khroskyabs	to know	tsʰoʔ⁵⁵	tsʰoʔ⁵⁵	tsʰ ⁵⁵/o ʔ		8544	0	tsʰ - ⁵⁵/o - ʔ				Rgyalrongic
5184	Tshobdun	to know	siz <	siz <	s i z		6199	0	s - i - z -				Rgyalrongic
5341	Ngyaltsu Zbu	to know	kɐ-séz	kɐ-séz	k ɐ + s é/e z		6204 6199	0	k ɐ + s - é/e - z -				Rgyalrongic
5631	Zlarong	to know	ko13	ko13	k ¹³/o		6203	0	k ¹³/o				Chamdoic
6078	Kyomkyo Situ	to know	kaʃə	kaʃə	k a + ʃ ə		6204 7824	0	k a + ʃ ə				Rgyalrongic
6777	Mazur Stau	to know	si	si	s i		8544	0	s - i - -				Rgyalrongic
6900	Yaoji Situ	to know	ka³³ʃi⁵⁵	ka³³ʃi⁵⁵	k a ³³ ʃ i ⁵⁵								Rgyalrongic
7410	Cogtse Situ	to know	kɐ-ʃi2	kɐ-ʃi2	k ɐ ʃ i 2								Rgyalrongic
7711	Njorogs Khroskyabs	to know	tsʰoʔ⁵⁵	tsʰoʔ⁵⁵	t sʰ o ʔ ⁵⁵								Rgyalrongic
7797	mBrongrdzon Khroskyabs	to know	tsʰeʔ	tsʰeʔ	t sʰ e ʔ								Rgyalrongic
8278	Bawang Horpa	to know	se	se	s e								Rgyalrongic
8468	Situ in Jarongyiyu	to know	na-mi-si	na-mi-si	n a m i s i								Rgyalrongic
8713	Shimuliu Japhug	to know	kə-tso	kə-tso	k ə t s o								Rgyalrongic
6778	Mazur Stau	to know (something)	χɑɡu	χɑɡu	χ ɑ ɡ u		0	0					Rgyalrongic
93	Bantawa	to laugh	ima (iya)	ima (iya)	i m a + i y a		6219 6220	0	i m a + i y a				Kiranti
501	Stau	to laugh	qhɛ	qhɛ	qʰ ɛ		6223	2598	- qʰ ɛ - - -		19865		rGyalrongic
796	Japhug	to laugh	nɤre	nɤre	n ɤ + r e		6221 6225	438	n ɤ + r - e - -		5454		rGyalrongic
1145	Tangut	to laugh	djiij	djiij	d j iː j		8568	2283	d j iː j -		38102		Tangut
1444	Wobzi Khroskyabs	to laugh	qʰǽ	qʰǽ	qʰ ǽ/æ		6223	2598	- qʰ ǽ/æ - - -		31661		rGyalrongic
1768	Zhaba	to laugh	dʐə⁵⁵ʂte⁵⁵	dʐə⁵⁵ʂte⁵⁵	ɖʐ ⁵⁵/ə ʂ t ⁵⁵/e		6231	2434	ɖʐ ⁵⁵/ə ʂ t ⁵⁵/e		22297		Qiangic
2013	Mbarkhams Situ	to laugh	kɑ nɑ ri	kɑ nɑ ri	k ɑ + n ɑ + r i		6226 6221 6225	438	k ɑ + n ɑ + r - i - -		18521		rGyalrongic
2273	Kangding Minyag	to laugh	ni³³ri⁵⁵	ni³³ri⁵⁵	n ³³/i + r ⁵⁵/i		8038 6225	0	n ³³/i + r - ⁵⁵/i - -		23518		Qiangic
2569	Pengbuxi Minyag	to laugh	2niʐi	2niʐi	n i + ʐ ²/i		8038 6225	0	n i + ʐ - ²/i - -				Qiangic
2823	Old Burmese	to laugh	ray	ray	r a y		6225	438	r - a y -		31244		Burmish
3205	Pubarong Queyu	to laugh	ɻɨ	ɻɨ	ɻ ɨ̌/ɨ		6225	0	ɻ - ɨ̌/ɨ - -				Qiangic
3651	Siyuewu Khroskyabs	to laugh	qʰǽd	qʰǽd	qʰ ǽ/æ d		6223	0	- qʰ ǽ/æ d - -		39084		Rgyalrongic
3963	Bragbar Situ	to laugh	na-rɐ̄j	na-rɐ̄j	n a + r ɐ̄/ɐ j		6221 6225	0	n a + r - ɐ̄/ɐ j -				Rgyalrongic
4158	Geshiza	to laugh	qʰæqʰæ	qʰæqʰæ	qʰ æ qʰ æ		6223	0	- qʰ æ - qʰ æ				Rgyalrongic
4598	Guanyinqiao Khroskyabs	to laugh	ŋqʰɛ⁵³	ŋqʰɛ⁵³	ŋ qʰ ⁵³/ɛ		6223	0	ŋ qʰ ⁵³/ɛ - - -				Rgyalrongic
4812	Njorogs Khroskyabs	to laugh	nqʰat⁵⁵	nqʰat⁵⁵	n qʰ a ⁵⁵/t		6223	0	n qʰ a ⁵⁵/t - -				Rgyalrongic
5138	Tshobdun	to laugh	rɐ	rɐ	r ɐ		6225	0	r - ɐ - -				Rgyalrongic
5139	Tshobdun	to laugh	nɐreʔ	nɐreʔ	n ɐ + r e ʔ		6221 6225	0	n ɐ + r - e - ʔ				Rgyalrongic
5457	Ngyaltsu Zbu	to laugh	tɐ-riʔ	tɐ-riʔ	t ɐ + r í/i ʔ		6228 6225	0	t ɐ + r - í/i - ʔ				Rgyalrongic
5799	Zlarong	to laugh	tshə53	tshə53	tsʰ ⁵³/ə		6232	0	tsʰ ⁵³/ə				Chamdoic
6079	Kyomkyo Situ	to laugh	kanari	kanari	k a + n a + r i		6226 6221 6225	0	k a + n a + r - i - -				Rgyalrongic
6779	Mazur Stau	to laugh	qʰæ	qʰæ	qʰ æ		6223	0	- qʰ æ - - -				Rgyalrongic
6973	Yaoji Situ	to laugh	kə⁵⁵na⁵⁵ri⁵⁵	kə⁵⁵na⁵⁵ri⁵⁵	k ə ⁵⁵ n a ⁵⁵ r i ⁵⁵								Rgyalrongic
7293	Cogtse Situ	to laugh	ka-nari2	ka-nari2	k a n a r i 2								Rgyalrongic
7581	Njorogs Khroskyabs	to laugh	nqʰat⁵⁵	nqʰat⁵⁵	n qʰ a t ⁵⁵								Rgyalrongic
7916	mBrongrdzon Khroskyabs	to laugh	nqʰʌt	nqʰʌt	n qʰ ʌ t								Rgyalrongic
8279	Bawang Horpa	to laugh	qʰɐ	qʰɐ	qʰ ɐ								Rgyalrongic
8469	Situ in Jarongyiyu	to laugh	ki-na-roms	ki-na-roms	k i n a r o m s								Rgyalrongic
8714	Shimuliu Japhug	to laugh	kə-nɐ-re	kə-nɐ-re	k ə n ɐ r e								Rgyalrongic
148	Bantawa	to learn	lema (lesu)	lema (lesu)	l e m a + l e s u		6246 6247	0	l e m a + l e s u				Kiranti
502	Stau	to learn	ndʑi	ndʑi	n + dʑ i		8438 6249	2623	n + - dʑ - - i - - - - - -		19869		rGyalrongic
503	Stau	to learn	ndʑi ndʑa	ndʑi ndʑa	n + dʑ i n dʑ a		8438 6249	2623	n + - dʑ - - i - - - n dʑ a		19870		rGyalrongic
797	Japhug	to learn	βzjoz	βzjoz	β z j o z		6250	2435	- β z j o z	tib	25797		rGyalrongic
1146	Tangut	to learn	ɣiew	ɣiew	ɣ i e w		6249	119	- ɣ - i e w - - - - -		38152		Tangut
1445	Wobzi Khroskyabs	to learn	ndzé	ndzé	n + dz é/e		8438 6249	2623	n + - dz - - é/e - - - - - -		31663		rGyalrongic
1769	Zhaba	to learn	bdʑᴜ̃¹³	bdʑᴜ̃¹³	b dʑ ¹³/ʊ̃	_6250	6250	2435	- b dʑ - ¹³/ʊ̃ -	tib	22302		Qiangic
2014	Mbarkhams Situ	to learn	kɐ slɐp	kɐ slɐp	k ɐ + s l ɐ p	6251 _6248	6251 6248	439	k ɐ + - s l ɐ p	tib	18524		rGyalrongic
2274	Kangding Minyag	to learn	khə³³tɕuɑ⁵⁵	khə³³tɕuɑ⁵⁵	kʰ ³³/ə + tɕ u ⁵⁵/ɑ		8103 6249	0	kʰ ³³/ə + - tɕ u - ⁵⁵/ɑ - - - - - -		23631		Qiangic
2437	Pengbuxi Minyag	to learn	1qhʌdʑa	1qhʌdʑa	qʰ ʌ + dʑ ¹/a		8104 6249	0	qʰ ʌ + - dʑ - - ¹/a - - - - - -				Qiangic
2824	Old Burmese	to learn	saṅ	saṅ	s a ŋ		6254	2693	s a ŋ		31245		Burmish
3071	Xinlong Queyu	to learn	bʑo¹³	bʑo¹³	b ʑ ¹³/o	_6250	6250	0	- b ʑ - ¹³/o -	tib	21074		Qiangic
3355	Pubarong Queyu	to learn	bʑjo	bʑjo	b ʑ j o	_6250	6250	0	- b ʑ j o -	tib			Qiangic
3652	Siyuewu Khroskyabs	to learn	fslɑ́	fslɑ́	f s l ɑ́/ɑ	_6248	6248	0	f s l ɑ́/ɑ -	tib	39085		Rgyalrongic
3653	Siyuewu Khroskyabs	to learn	nldzé	nldzé	n + l dz é/e		8438 6249	0	n + l dz - - é/e - - - - - -		39086		Rgyalrongic
3964	Bragbar Situ	to learn	slāp	slāp	s l ā/a p	_6248	6248	0	- s l ā/a p	tib			Rgyalrongic
3965	Bragbar Situ	to learn	rəktɕhus	rəktɕhus	r ə k + tɕʰ û/u s		8437 6249	0	r ə k + - tɕʰ - - û/u - - s - - -				Rgyalrongic
4599	Guanyinqiao Khroskyabs	to learn	ndze⁵⁵	ndze⁵⁵	n + dz ⁵⁵/e		8438 6249	0	n + - dz - - ⁵⁵/e - - - - - -				Rgyalrongic
4794	Njorogs Khroskyabs	to learn	ndzoʔs⁵³	ndzoʔs⁵³	n + dz ⁵³/o ʔ s		8438 6249	0	n + - dz - - ⁵³/o - ʔ s - - -				Rgyalrongic
5238	Tshobdun	to learn	vzjaŋ	vzjaŋ	v z j a ŋ	_6250	6250	0	- v z j a ŋ	tib			Rgyalrongic
5353	Ngyaltsu Zbu	to learn	kɐ-vzjɐ̂	kɐ-vzjɐ̂	k ɐ + v z j ɐ̂/ɐ		6251 6250	0	k ɐ + - v z j ɐ̂/ɐ -				Rgyalrongic
6080	Kyomkyo Situ	to learn	kaslep	kaslep	k a + s l e p	6251 _6248	6251 6248	0	k a + - s l e p	tib			Rgyalrongic
6780	Mazur Stau	to learn	ndʑi	ndʑi	n + dʑ i		8438 6249	0	n + - dʑ - - i - - - - - -				Rgyalrongic
6894	Yaoji Situ	to learn	ka³³rə⁵⁵kʰtʂʰə³³	ka³³rə⁵⁵kʰtʂʰə³³	k a ³³ r ə ⁵⁵ kʰ t ʂʰ ə ³³								Rgyalrongic
7169	Cogtse Situ	to learn	kə-slap2	kə-slap2	k ə s l a p 2					tib. slob			Rgyalrongic
7448	Njorogs Khroskyabs	to learn	ndzoʔs⁵⁵	ndzoʔs⁵⁵	n d z o ʔ s ⁵⁵								Rgyalrongic
7740	mBrongrdzon Khroskyabs	to learn	ⁿdzeʔ	ⁿdzeʔ	ⁿd z e ʔ								Rgyalrongic
8280	Bawang Horpa	to learn	ⁿjɐ-ⁿzji	ⁿjɐ-ⁿzji	ⁿj ɐ ⁿz j i								Rgyalrongic
8281	Bawang Horpa	to learn	zbjo	zbjo	z b j o								Rgyalrongic
8715	Shimuliu Japhug	to learn	kɐ-βʒos	kɐ-βʒos	k ɐ β ʒ o s								Rgyalrongic
8716	Shimuliu Japhug	to learn	kɐ-rɐ-βʒos	kɐ-rɐ-βʒos	k ɐ r ɐ β ʒ o s								Rgyalrongic
146	Bantawa	to lick	lekma (lea)	lekma (lea)	l e k m a + l e a		6275 6276	0	l e k m a + l e a				Kiranti
504	Stau	to lick	pqɑ	pqɑ	p q ɑ		6278	2662	p q ɑ		23447		rGyalrongic
798	Japhug	to lick	nɯntsɯɣ	nɯntsɯɣ	n ɯ + n ts ɯ ɣ		6282 6277	3164	n ɯ + n ts ɯ - ɣ		10277		rGyalrongic
1147	Tangut	to lick	lhiaa	lhiaa	ɬ i aː		6287	101	- - ɬ - i aː - - - -		38103		Tangut
1446	Wobzi Khroskyabs	to lick	njá	njá	n + j á/a		8435 6287	10251	n + - - j - - á/a - - - -		31665		rGyalrongic
1770	Zhaba	to lick	ə⁵⁵da⁵⁵	ə⁵⁵da⁵⁵	⁵⁵/ə + d ⁵⁵/a		8098 6287	2422	⁵⁵/ə + - - d - - ⁵⁵/a - - - -		22254		Qiangic
2015	Mbarkhams Situ	to lick	kɑ nə ntsok	kɑ nə ntsok	k ɑ + n ə + n ts o k		6281 6282 6277	3164	k ɑ + n ə + n ts o - k		18472		rGyalrongic
2276	Kangding Minyag	to lick	thi³³ndʑuɐ⁵³læ³³	thi³³ndʑuɐ⁵³læ³³	tʰ ³³/i + n dʑ u ⁵³/ɐ l ³³/æ		8101 6287	0	tʰ ³³/i + n - dʑ u - ⁵³/ɐ - - l ³³/æ		23474		Qiangic
2484	Pengbuxi Minyag	to lick	1tindʑɛlɛ	1tindʑɛlɛ	t i + n dʑ ɛ l ¹/ɛ		8101 6287	0	t i + n - dʑ - - ɛ - - l ¹/ɛ				Qiangic
2825	Old Burmese	to lick	lyak	lyak	l y a k		6287	101	- - l y - a k - - -		31246		Burmish
