ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
1384	WobziKhroskyabs	to run	tʂʰʊ́ŋ lǽ	tʂʰʊ́ŋ lǽ	ʈʂʰ ʊ́/ʊ ŋ + l ǽ/æ		6563 6564
1698	Zhaba	to run	tə⁵⁵mɟo⁵⁵	tə⁵⁵mɟo⁵⁵	t ⁵⁵/ə + m + ɟ ⁵⁵/o		8109 8535 6551
1942	MbarkhamsSitu	to run	kɐ rɟək	kɐ rɟək	k ɐ + r ɟ ə k		6556 6551
2199	KangdingMinyag	to run	thɐ⁵⁵tsɐ⁵⁵xə³³	thɐ⁵⁵tsɐ⁵⁵xə³³	tʰ ⁵⁵/ɐ ts ⁵⁵/ɐ x ³³/ə		6557
2390	PengbuxiMinyag	to run	1thʌtsʌxə	1thʌtsʌxə	tʰ ʌ ts ʌ x ¹/ə		6557
2743	OldBurmese	to run	pliyḥ	pliyḥ	p l i y ɦ		6562
2985	XinlongQueyu	to run	rdʑu⁵⁵	rdʑu⁵⁵	r dʑ ⁵⁵/u		6551
3268	PubarongQueyu	to run	xtətɕy fla	xtətɕy fla	x t ə + tɕ ȳ/y + f l a		8109 6551 6562
3563	SiyuewuKhroskyabs	to run	χterjə̂ɣ	χterjə̂ɣ	χ t e + r j ə̂/ə ɣ		8109 6551
3874	BragbarSitu	to run	rɟək	rɟək	r ɟ ə̄/ə k		6551
4062	Geshiza	to run	rdʑu	rdʑu	r dʑ u		6551
4491	GuanyinqiaoKhroskyabs	to run	ŋʁrjuɣ⁵⁵	ŋʁrjuɣ⁵⁵	ŋ + ʁ r j ⁵⁵/u ɣ		8535 6551
4492	GuanyinqiaoKhroskyabs	to run	mbra³³rɟuɣ⁵³	mbra³³rɟuɣ⁵³	m b r ³³/a + r ɟ ⁵³/u ɣ		6566 6551
4734	NjorogsKhroskyabs	to run	rɟuk⁵⁵	rɟuk⁵⁵	r ɟ u ⁵⁵/k		6551
5006	Tshobdun	to run	rɟəɣʔ	rɟəɣʔ	r ɟ ə ɣ ʔ		6551
5008	Tshobdun	to run	rɟuɣʔ	rɟuɣʔ	r ɟ u ɣ ʔ		6551
5217	NgyaltsuZbu	to run	kɑ-rɟɯ́ɣʔ	kɑ-rɟɯ́ɣʔ	k ɑ + r ɟ ɯ́/ɯ ɣ ʔ		6556 6551
5928	KyomkyoSitu	to run	karɟəʔk	karɟəʔk	k a + r ɟ ə ʔ k		6556 6551
6238	MazurStau	to run	nɟəræ	nɟəræ	n + ɟ ə + r æ		8535 6551 6552
150	Bantawa	to say	loma (lo)	loma (lo)	l o m a + l o		6578 6579
782	Japhug	to say	ti	ti	t i		6582
1091	Tangut	to say	.jɨ¹	.jɨ¹	ʔ j ¹/ɨ		6587
1157	Tangut	to say	tshjiij¹	tshjiij¹	tsʰ j ¹/iː j		8440
1454	WobziKhroskyabs	to say	rǽ	rǽ	r ǽ/æ		8439
2379	PengbuxiMinyag	to say	1tətə	1tətə	t ə t ¹/ə		6582
3091	PubarongQueyu	to say	ᵖɕə	ᵖɕə	p ɕ ə̄/ə		6586
3564	SiyuewuKhroskyabs	to say	rǽz	rǽz	r ǽ/æ z		8439
3875	BragbarSitu	to say	tsə̂	tsə̂	ts ə̂/ə		8440
3960	Geshiza	to say	jə	jə	j ə		6587
4493	GuanyinqiaoKhroskyabs	to say	rɛ⁵⁵	rɛ⁵⁵	r ⁵⁵/ɛ		8439
4722	NjorogsKhroskyabs	to say	reʔs⁵⁵	reʔs⁵⁵	r ⁵⁵/e ʔ s		8439
5079	Tshobdun	to say	tsə	tsə	ts ə		8440
5198	NgyaltsuZbu	to say	kɐ-tshə́ʔ	kɐ-tshə́ʔ	k ɐ + tsʰ ə́/ə ʔ		6585 8440
5455	Zlarong	to say	dʑa55	dʑa55	dʑ ⁵⁵/a		6586
5929	KyomkyoSitu	to say	kacəs	kacəs	k a + c ə s		6585 8440
6239	MazurStau	to say	jə	jə	j ə		6587
6303	SiyuewuKhroskyabs	to say	ju	ju	j û/u		6587
199	Bantawa	to scratch	pamma (pamtu)	pamma (pamtu)	p a m m a + p a m t u		6601 6602
254	Bantawa	to scratch	wamma (wamtu)	wamma (wamtu)	w a m m a + w a m t u		6601 6602
493	Stau	to scratch	zvɛ zvə	zvɛ zvə	z v ɛ z v ə		6605
783	Japhug	to scratch	rɤβraʁ	rɤβraʁ	r ɤ + β r a ʁ		6603 8172
1092	Tangut	to scratch	mja	mja	m j a̙/a		6615
1385	WobziKhroskyabs	to scratch	nsprɑɣvɑ́ɣ	nsprɑɣvɑ́ɣ	n + s + p r ɑ ɣ v ɑ́/ɑ ɣ		8173 8175 8172
1699	Zhaba	to scratch	ʌ³³ʐa⁵⁵ʐa³³	ʌ³³ʐa⁵⁵ʐa³³	³³/ʌ + ʐ ⁵⁵/a ʐ ³³/a		8176 8177
1943	MbarkhamsSitu	to scratch	kɐ rɐ khrok	kɐ rɐ khrok	k ɐ + r ɐ + kʰ r o k		6610 6603 6604
2485	PengbuxiMinyag	to scratch	2qhʌtʂʌna	2qhʌtʂʌna	qʰ ʌ ʈʂ ʌ n ²/a		6612
2744	OldBurmese	to scratch	phyo₂k	phyo₂k	pʰ y ²/o k		8172
2986	XinlongQueyu	to scratch	ʃi⁵⁵qha⁵⁵bra⁵⁵	ʃi⁵⁵qha⁵⁵bra⁵⁵	ʃ ⁵⁵/i + qʰ ⁵⁵/a + b r ⁵⁵/a		8175 8174 8172
3269	PubarongQueyu	to scratch	qʰaʐa	qʰaʐa	qʰ a + ʐ ā/a		8174 8177
3565	SiyuewuKhroskyabs	to scratch	spʰróɣ	spʰróɣ	s + pʰ r ó/o ɣ		8175 8172
3876	BragbarSitu	to scratch	rɐ-khrɐ̄k	rɐ-khrɐ̄k	r ɐ + kʰ r ɐ̄/ɐ k		6603 6604
4024	Geshiza	to scratch	ntsʰərvæ	ntsʰərvæ	n tsʰ ə + r v æ		8179 8172
4494	GuanyinqiaoKhroskyabs	to scratch	nsprɛ⁵⁵wu⁵⁵	nsprɛ⁵⁵wu⁵⁵	n + s + p r ⁵⁵/ɛ + w ⁵⁵/u		8173 8175 8172 8180
4783	NjorogsKhroskyabs	to scratch	skʰroq⁵⁵	skʰroq⁵⁵	s + kʰ r ⁵⁵/o q		8175 6604
5185	NgyaltsuZbu	to scratch	kɐ-rɐvrɐ́ʁʔ	kɐ-rɐvrɐ́ʁʔ	k ɐ + r ɐ + v r ɐ́/ɐ ʁ ʔ		6610 6603 8172
6240	MazurStau	to scratch	vzɛvzə	vzɛvzə	v z ɛ v z ə		6605
6241	MazurStau	to scratch	znædʐæ	znædʐæ	z + n æ + dʐ æ		8175 8178 8177
44	Bantawa	to see	copma	copma	c o p m a		6628
494	Stau	to see	ɣdu	ɣdu	ɣ + d u		8489 6629
784	Japhug	to see	mto	mto	m + t o		8490 8559
1093	Tangut	to see	ljij²	ljij²	l j ²/i j		6629
1386	WobziKhroskyabs	to see	vde	vde	v + d ê/e		8489 6629
1700	Zhaba	to see	tʂu⁵⁵	tʂu⁵⁵	ʈʂ ⁵⁵/u		6629
1944	MbarkhamsSitu	to see	kɑ mto	kɑ mto	k ɑ + m + t o		6632 8490 8559
2200	KangdingMinyag	to see	ta⁵³	ta⁵³	t ⁵³/a		8559
2363	PengbuxiMinyag	to see	1tæ	1tæ	t ¹/æ		8559
2745	OldBurmese	to see	mraṅ	mraṅ	m + r a ŋ		8490 6629
2987	XinlongQueyu	to see	ru¹³	ru¹³	r ¹³/u		6629
3270	PubarongQueyu	to see	ndo	ndo	n + d o		8490 6629
3566	SiyuewuKhroskyabs	to see	vde	vde	v + d ê/e		8489 6629
3877	BragbarSitu	to see	mətō	mətō	m ə + t ō/o		8490 8559
4156	Geshiza	to see	vdo	vdo	v + d o		8489 6629
4495	GuanyinqiaoKhroskyabs	to see	vde⁵³	vde⁵³	v + d ⁵³/e		8489 6629
4831	NjorogsKhroskyabs	to see	vro⁵³	vro⁵³	v + r ⁵³/o		8489 6629
4925	Tshobdun	to see	mtiʔ	mtiʔ	m + t i ʔ		8490 8559
5210	NgyaltsuZbu	to see	kɑ-mtɑ́ʔ	kɑ-mtɑ́ʔ	k ɑ + m + t ɑ́/ɑ ʔ		6632 8490 8559
5930	KyomkyoSitu	to see	kaməto	kaməto	k a + m ə + t o		6632 8490 8559
6242	MazurStau	to see	sciki	sciki	s c i k i		7924
245	Bantawa	to sew	tʰupma (tʰuu)	tʰupma (tʰuu)	tʰ u p m a + tʰ uː		6651 6652
785	Japhug	to sew	tʂɯβ	tʂɯβ	ʈʂ ɯ β		6653
1150	Tangut	to sew	rər¹	rər¹	r ¹/ə r		6660
1455	WobziKhroskyabs	to sew	tɕʰǽv	tɕʰǽv	tɕʰ ǽ/æ v		6653
2457	PengbuxiMinyag	to sew	2khətʂʌ	2khətʂʌ	kʰ ə + ʈʂ ²/ʌ		8238 6653
3129	PubarongQueyu	to sew	tʂə	tʂə	ʈʂ ə̄/ə		6653
3567	SiyuewuKhroskyabs	to sew	dɑɣ	dɑɣ	d ɑ̂/ɑ ɣ		6655
3878	BragbarSitu	to sew	tʂōp	tʂōp	ʈʂ ō/o p		6653
4145	Geshiza	to sew	v-rəu	v-rəu	v + r ə u		6654 6655
4496	GuanyinqiaoKhroskyabs	to sew	tɕʰav⁵³	tɕʰav⁵³	tɕʰ ⁵³/a v		6653
4809	NjorogsKhroskyabs	to sew	tɕʰop⁵⁵	tɕʰop⁵⁵	tɕʰ ⁵⁵/o p		6653
5199	NgyaltsuZbu	to sew	kɐ-tʂôv	kɐ-tʂôv	k ɐ + ʈʂ ô/o v		6658 6653
5596	Zlarong	to sew	ru13	ru13	r ¹³/u		6655
5931	KyomkyoSitu	to sew	katʳop	katʳop	k a + tʳ o p		6658 6653
6243	MazurStau	to sew	vzu	vzu	v z u		7963
205	Bantawa	to shoot (an arrow)	pʰitma (pʰittu)	pʰitma (pʰittu)	pʰ i t m a + pʰ i t t u		6670 6671
495	Stau	to shoot (an arrow)	fqe	fqe	f + q e		6675 6674
786	Japhug	to shoot (an arrow)	tɯdi lɤt	tɯdi lɤt	t ɯ d i + l ɤ t		6676 7813
1094	Tangut	to shoot (an arrow)	khia	khia	kʰ i a		6674
1387	WobziKhroskyabs	to shoot (an arrow)	lǽ	lǽ	l ǽ/æ		7813
1701	Zhaba	to shoot (an arrow)	(mda³³) ʑi¹³	(mda³³) ʑi¹³	m d ³³/a ʑ ¹³/i		6683
1945	MbarkhamsSitu	to shoot (an arrow)	kə pᴇ kɐ lɐt	kə pᴇ kɐ lɐt	k ə p ɛ + k ɐ + l ɐ t		7812 6672 7813
2201	KangdingMinyag	to shoot (an arrow)	qho⁵⁵lə⁵³	qho⁵⁵lə⁵³	qʰ ⁵⁵/o + l ⁵³/ə		8191 7813
2484	PengbuxiMinyag	to shoot (an arrow)	2qhɔlʌ	2qhɔlʌ	qʰ ɔ + l ²/ʌ		8191 7813
2746	OldBurmese	to shoot (an arrow)	pac	pac	p a c		6681
2988	XinlongQueyu	to shoot (an arrow)	mda¹³ʁʒi⁵⁵brə³³	mda¹³ʁʒi⁵⁵brə³³	m d ¹³/a ʁ ʒ ⁵⁵/i + b r ³³/ə		6683 6680
3271	PubarongQueyu	to shoot (an arrow)	bdə	bdə	b d ə		6680
3568	SiyuewuKhroskyabs	to shoot (an arrow)	lǽd	lǽd	l ǽ/æ d		7813
3879	BragbarSitu	to shoot (an arrow)	ka-lāt	ka-lāt	k a + l ā/a t		6672 7813
4140	Geshiza	to shoot (an arrow)	v-læ	v-læ	v + l æ		6675 7813
4497	GuanyinqiaoKhroskyabs	to shoot (an arrow)	lɛ⁵⁵	lɛ⁵⁵	l ⁵⁵/ɛ		7813
4623	NjorogsKhroskyabs	to shoot (an arrow)	lat⁵⁵	lat⁵⁵	l a ⁵⁵/t		7813
4908	Tshobdun	to shoot (an arrow)	lɐt	lɐt	l ɐ t		7813
5196	NgyaltsuZbu	to shoot (an arrow)	kɐ-tə̂	kɐ-tə̂	k ɐ + t ə̂/ə		6672 6680
5932	KyomkyoSitu	to shoot (an arrow)	kaleʔt	kaleʔt	k a + l e ʔ t		6672 7813
6244	MazurStau	to shoot (an arrow)	qʰe	qʰe	qʰ e		6674
152	Bantawa	to sing	luma (luwa)	luma (luwa)	l u m a + l u w a		6700 6701
496	Stau	to sing	ʁlə və	ʁlə və	ʁ l ə + v ə		6705 6704
787	Japhug	to sing	nɯrɤɣo	nɯrɤɣo	n ɯ r ɤ ɣ o		6708
1095	Tangut	to sing	kja	kja	k j a̙/a		7734
1388	WobziKhroskyabs	to sing	tʂʰɑŋkó vi	tʂʰɑŋkó vi	ʈʂʰ ɑ ŋ k ó/o + v î/i		6722 6704
1702	Zhaba	to sing	a³³ko⁵⁵	a³³ko⁵⁵	³³/a k ⁵⁵/o		6723
1946	MbarkhamsSitu	to sing	khɐ bʒə kɑ pɑ	khɐ bʒə kɑ pɑ	kʰ ɐ + b ʒ ə + k ɑ + p ɑ		6709 8110 6703 6704
2202	KangdingMinyag	to sing	thɐ³³kø⁵³kæ³³	thɐ³³kø⁵³kæ³³	tʰ ³³/ɐ k ⁵³/ø k ³³/æ		6715
2381	PengbuxiMinyag	to sing	1təvə	1təvə	t ə v ¹/ə		6714
2747	OldBurmese	to sing	chuiw	chuiw	cʰ u i w		6718
2989	XinlongQueyu	to sing	le⁵⁵ntho³³	le⁵⁵ntho³³	l ⁵⁵/e n tʰ ³³/o		6720
3272	PubarongQueyu	to sing	ntʰeɪ	ntʰeɪ	n tʰ ē/e ɪ		6719
3569	SiyuewuKhroskyabs	to sing	ʁɴlə̂	ʁɴlə̂	ʁ ɴ l ə̂/ə		6705
3880	BragbarSitu	to sing	rɐgɐ ka-viɛ̂	rɐgɐ ka-viɛ̂	r ɐ g ɐ + k a + v i ɛ̂/ɛ		6708 6703 6704
4201	Geshiza	to sing	zla	zla	z l a		6706
4498	GuanyinqiaoKhroskyabs	to sing	dʐo³³re⁵³vi³³	dʐo³³re⁵³vi³³	ɖʐ ³³/o + r ⁵³/e + v ³³/i		6707 8113 6704
4574	NjorogsKhroskyabs	to sing	dʐo³³wo⁵⁵vzo⁵³	dʐo³³wo⁵⁵vzo⁵³	ɖʐ ³³/o + w ⁵⁵/o + v z ⁵³/o		6707 8114 7735
5436	NgyaltsuZbu	to sing	lɐji kɐ-vzi	lɐji kɐ-vzi	l ɐ j î/i + k ɐ + v z î/i		6716 6703 7735
5616	Zlarong	to sing	tɕhi13	tɕhi13	tɕʰ ¹³/i		7736
5933	KyomkyoSitu	to sing	kharɟak kava	kharɟak kava	kʰ a + r ɟ a k + k a + v a		6709 8111 6703 6704
6245	MazurStau	to sing	ʁlə və	ʁlə və	ʁ l ə + v ə		6705 6704
267	Bantawa	to sit	yuŋma (yuŋa)	yuŋma (yuŋa)	y u ŋ m a + y u ŋ a		6732 6733
788	Japhug	to sit	amdzɯ	amdzɯ	a + m dz ɯ		8285 6737
1096	Tangut	to sit	dzuu²	dzuu²	dz ²/uː		6737
1456	WobziKhroskyabs	to sit	rje	rje	r j ê/e		6736
2281	PengbuxiMinyag	to sit	1mbi	1mbi	m b ¹/i		6739
3273	PubarongQueyu	to sit	ptsu	ptsu	p ts ū/u		6737
3570	SiyuewuKhroskyabs	to sit	rje	rje	r j ê/e		6736
3881	BragbarSitu	to sit	ni	ni	n î/i		6734
4016	Geshiza	to sit	ndzo	ndzo	n dz o		6737
4499	GuanyinqiaoKhroskyabs	to sit	rje⁵³	rje⁵³	r j ⁵³/e		6736
4731	NjorogsKhroskyabs	to sit	rjeʔ⁵⁵	rjeʔ⁵⁵	r j ⁵⁵/e ʔ		6736
4869	Tshobdun	to sit	ɐmdzuʔ	ɐmdzuʔ	ɐ + m dz u ʔ		8285 6737
5093	Tshobdun	to sit	vʒəɣ	vʒəɣ	v ʒ ə ɣ		6743
5140	NgyaltsuZbu	to sit	k-ɑmdzoʔ	k-ɑmdzoʔ	k ɑ + m dz ó/oˠ ʔ		6740 6737
5535	Zlarong	to sit	ndzo53	ndzo53	n dz ⁵³/o		6737
5934	KyomkyoSitu	to sit	kaɲu	kaɲu	k a + ɲ u		6740 7853
6246	MazurStau	to sit	ndzu	ndzu	n dz u		6737
94	Bantawa	to sleep	imma (imsa)	imma (imsa)	i m m a + i m s a		6753 6754
497	Stau	to sleep	rgə	rgə	r g ə		6756
789	Japhug	to sleep	nɯʑɯβ	nɯʑɯβ	n ɯ + ʑ ɯ β		8039 6755
1097	Tangut	to sleep	.jɨ²	.jɨ²	ʔ j ²/ɨ		6755
1098	Tangut	to sleep	me	me	m e		6764
1389	WobziKhroskyabs	to sleep	sŋə̂	sŋə̂	s ŋ ə̂/ə		6763
1703	Zhaba	to sleep	kə⁵⁵ mi³³	kə⁵⁵ mi³³	k ⁵⁵/ə + m ³³/i		7773 6764
1947	MbarkhamsSitu	to sleep	kɑ rmɑ	kɑ rmɑ	k ɑ + r m ɑ		6757 6764
2203	KangdingMinyag	to sleep	khi⁵³	khi⁵³	kʰ ⁵³/i		6758
2269	PengbuxiMinyag	to sleep	1khi	1khi	kʰ ¹/i		6758
2748	OldBurmese	to sleep	ʔip	ʔip	ʔ i p		6755
2990	XinlongQueyu	to sleep	ʑɛ¹³	ʑɛ¹³	ʑ ¹³/ɛ		6755
3106	PubarongQueyu	to sleep	ɹə	ɹə	ɹ ə		6755
3571	SiyuewuKhroskyabs	to sleep	jə̂v	jə̂v	j ə̂/ə v		6755
3882	BragbarSitu	to sleep	ɟup	ɟup	ɟ ū/u p		6755
4066	Geshiza	to sleep	rgə	rgə	r g ə		6756
4500	GuanyinqiaoKhroskyabs	to sleep	jəv⁵³	jəv⁵³	j ⁵³/ə v		6755
4613	NjorogsKhroskyabs	to sleep	juʔp⁵⁵	juʔp⁵⁵	j ⁵⁵/u ʔ p		6755
5004	Tshobdun	to sleep	rɟev	rɟev	r + ɟ e v		8041 6755
5013	Tshobdun	to sleep	rⁿgu	rⁿgu	r ⁿg u		6756
5182	NgyaltsuZbu	to sleep	kɐ-rɐjə̂v	kɐ-rɐjə̂v	k ɐ + r ɐ + j ə̂/ə v		6757 8041 6755
5188	NgyaltsuZbu	to sleep	kɐ-rⁿɡə́ʔ	kɐ-rⁿɡə́ʔ	k ɐ + r ⁿg ə́/ə ʔ		6757 6756
5466	Zlarong	to sleep	ji31pa55	ji31pa55	j ³¹/i + p ⁵⁵/a		6755 8040
5935	KyomkyoSitu	to sleep	kanəɟup	kanəɟup	k a + n ə + ɟ u p		6757 8039 6755
6247	MazurStau	to sleep	ɡə	ɡə	ɡ ə		8
6248	MazurStau	to sleep	ndjɛv	ndjɛv	n d j ɛ v		6755
182	Bantawa	to smell (perceive odor) [transitive]	namma (namsu)	namma (namsu)	n a m m a + n a m s u		7753 6784
498	Stau	to smell (perceive odor) [transitive]	no	no	n o		7753
790	Japhug	to smell (perceive odor) [transitive]	nɤmnɤm	nɤmnɤm	n ɤ m n ɤ m		7753
1099	Tangut	to smell (perceive odor) [transitive]	ljii	ljii	l j iː		6798
1390	WobziKhroskyabs	to smell (perceive odor) [transitive]	sme	sme	s m ê/e		6799
1704	Zhaba	to smell (perceive odor) [transitive]	ŋʌ³³mnɪ⁵⁵mnɪ³³	ŋʌ³³mnɪ⁵⁵mnɪ³³	ŋ ³³/ʌ + m n ⁵⁵/ɪ m n ³³/ɪ		8510 7753
1948	MbarkhamsSitu	to smell (perceive odor) [transitive]	kɐ nɐ ŋkhsə ŋkhsət	kɐ nɐ ŋkhsə ŋkhsət	k ɐ + n ɐ + ŋ kʰ s ə ŋ kʰ s ə t		6789 6785 6790
2204	KangdingMinyag	to smell (perceive odor) [transitive]	khi³³sø⁵⁵næ³³	khi³³sø⁵⁵næ³³	kʰ ³³/i s ⁵⁵/ø + n ³³/æ		8153 7753
2456	PengbuxiMinyag	to smell (perceive odor) [transitive]	2khəsønɛ	2khəsønɛ	kʰ ə s ø + n ²/ɛ		8153 7753
2749	OldBurmese	to smell (perceive odor) [transitive]	mhuyḥ	mhuyḥ	m̥ u y ɦ		6794
2991	XinlongQueyu	to smell (perceive odor) [transitive]	ʂnoŋ¹³	ʂnoŋ¹³	ʂ n o ¹³/ŋ		7753
3141	PubarongQueyu	to smell (perceive odor) [transitive]	ˣn̥əˣn̥o	ˣn̥əˣn̥o	x n̥ ə x n̥ o		7753
3572	SiyuewuKhroskyabs	to smell (perceive odor) [transitive]	nlələ̂m	nlələ̂m	n l ə l ə̂/ə m		6798
3883	BragbarSitu	to smell (perceive odor) [transitive]	na-mnâm	na-mnâm	n a + m n â/a m		6785 7753
4108	Geshiza	to smell (perceive odor) [transitive]	snə-no	snə-no	s n ə n o		7753
4501	GuanyinqiaoKhroskyabs	to smell (perceive odor) [transitive]	nlə³³ləm⁵³	nlə³³ləm⁵³	n l ³³/ə l ə ⁵³/m		6798
4687	NjorogsKhroskyabs	to smell (perceive odor) [transitive]	ntʂə³³ma⁵³	ntʂə³³ma⁵³	n ʈʂ ³³/ə m ⁵³/a		6793
5212	NgyaltsuZbu	to smell (perceive odor) [transitive]	kɑ-nɑmnɑ́mʔ	kɑ-nɑmnɑ́mʔ	k ɑ + n ɑ m n ɑ́/ɑ m ʔ		6789 7753
5496	Zlarong	to smell (perceive odor) [transitive]	ɬi55ma31	ɬi55ma31	ɬ ⁵⁵/i + m ³¹/a		6798 8511
6249	MazurStau	to smell (perceive odor) [transitive]	nəno	nəno	n ə n o		7753
499	Stau	to sow (broadcast, scatter seeds)	sphro	sphro	s pʰ r o		6813
791	Japhug	to sow (broadcast, scatter seeds)	χtɤr	χtɤr	χ t ɤ r		6814
1391	WobziKhroskyabs	to sow (broadcast, scatter seeds)	tɕʰæ̂lɑɣ	tɕʰæ̂lɑɣ	tɕʰ æ̂/æ l ɑ ɣ		7893
1705	Zhaba	to sow (broadcast, scatter seeds)	kə⁵⁵ tu³³	kə⁵⁵ tu³³	k ⁵⁵/ə t ³³/u		6817
1949	MbarkhamsSitu	to sow (broadcast, scatter seeds)	(tə rpi) kɐ ktor	(tə rpi) kɐ ktor	t ə + r p i + k ɐ + k t o r		0 6816 0 6814
2205	KangdingMinyag	to sow (broadcast, scatter seeds)	khə³³ tə⁵³	khə³³ tə⁵³	kʰ ³³/ə t ⁵³/ə		6817
2525	PengbuxiMinyag	to sow (broadcast, scatter seeds)	1khətə	1khətə	kʰ ə t ¹/ə		6817
2992	XinlongQueyu	to sow (broadcast, scatter seeds)	(rlɯ⁵⁵) tə⁵⁵mtɕhe⁵⁵	(rlɯ⁵⁵) tə⁵⁵mtɕhe⁵⁵	r l ⁵⁵/ɯ + t ⁵⁵/ə m tɕʰ ⁵⁵/e		7895 6822
3274	PubarongQueyu	to sow (broadcast, scatter seeds)	pɨtʰu	pɨtʰu	p ɨ̄/ɨ tʰ u		6817
3573	SiyuewuKhroskyabs	to sow (broadcast, scatter seeds)	tsʰoɣjé vi	tsʰoɣjé vi	tsʰ o ɣ j é/e + v î/i		6812 6824
3884	BragbarSitu	to sow (broadcast, scatter seeds)	jə̂	jə̂	j ə̂/ə		6812
4883	Tshobdun	to sow (broadcast, scatter seeds)	ji kɐ́-ji	ji kɐ́-ji	j i + k ɐ́/ɐ + j i		7892 7894 6812
5146	NgyaltsuZbu	to sow (broadcast, scatter seeds)	kɐ-jéʔ	kɐ-jéʔ	k ɐ + j é/e ʔ		7894 6812
5936	KyomkyoSitu	to sow (broadcast, scatter seeds)	kaji	kaji	k a + j i		7894 6812
244	Bantawa	to spit	tʰuŋma (tʰuŋsu)	tʰuŋma (tʰuŋsu)	tʰ u ŋ m a + tʰ u ŋ s u		6837 6838
500	Stau	to spit	ʂphə	ʂphə	ʂ pʰ ə		6841
792	Japhug	to spit	mciphɯt (lɤt)	mciphɯt (lɤt)	m c i + pʰ ɯ t + l ɤ t		6842 6841 7916
1100	Tangut	to spit	pie	pie	p i e̙/e		6841
1392	WobziKhroskyabs	to spit	stʰú ɲcô	stʰú ɲcô	s tʰ ú/u + ɲ c ô/o		6853 6854
1706	Zhaba	to spit	ʌ⁵⁵nphɛ⁵⁵	ʌ⁵⁵nphɛ⁵⁵	⁵⁵/ʌ + n pʰ ⁵⁵/ɛ		8237 6841
1950	MbarkhamsSitu	to spit	(tə ŋɑr) kɐ phʃət	(tə ŋɑr) kɐ phʃət	t ə + ŋ ɑ r + k ɐ + pʰ ʃ ə t		6844 6845 6846 6841
2206	KangdingMinyag	to spit	thɐ⁵⁵dæ⁵³	thɐ⁵⁵dæ⁵³	tʰ ⁵⁵/ɐ + d ⁵³/æ		8235 8234
2473	PengbuxiMinyag	to spit	2nɛdɛ	2nɛdɛ	n ɛ + d ²/ɛ		8236 8234
2750	OldBurmese	to spit	thuyḥ	thuyḥ	tʰ u y ɦ		6853
2993	XinlongQueyu	to spit	(qha⁵⁵ʂn̥a⁵⁵) kuə⁵⁵	(qha⁵⁵ʂn̥a⁵⁵) kuə⁵⁵	qʰ ⁵⁵/a ʂ n̥ ⁵⁵/a + k u ⁵⁵/ə		6851 6852
3574	SiyuewuKhroskyabs	to spit	stʰú pʰǽd	stʰú pʰǽd	s tʰ ú/u + pʰ ǽ/æ d		6853 6841
3885	BragbarSitu	to spit	mə-mphās	mə-mphās	m ə + m pʰ ā/a s		6839 6841
4049	Geshiza	to spit	pʰæ	pʰæ	pʰ æ		6841
4699	NjorogsKhroskyabs	to spit	pʰet⁵⁵	pʰet⁵⁵	pʰ e ⁵⁵/t		6841
5215	NgyaltsuZbu	to spit	kɑ-pɑt	kɑ-pɑt	k ɑ + p ɑ̂/ɑ t		6846 6841
5627	Zlarong	to spit	te55	te55	t ⁵⁵/e		6844
6250	MazurStau	to spit	pʰɛ	pʰɛ	pʰ ɛ		6841
127	Bantawa	to split	kɨpma (kɨptu)	kɨpma (kɨptu)	k ɨ p m a + k ɨ p t u		6865 6866
793	Japhug	to split	phaʁ	phaʁ	pʰ a ʁ		6872
847	Japhug	to split	ɣɤtsɯr	ɣɤtsɯr	ɣ ɤ ts ɯ r		6868
1457	WobziKhroskyabs	to split	rcʰə̂	rcʰə̂	r cʰ ə̂/ə		6878
2377	PengbuxiMinyag	to split	1təʂə	1təʂə	t ə ʂ ¹/ə		6874
3575	SiyuewuKhroskyabs	to split	χrcʰə̂	χrcʰə̂	χ r cʰ ə̂/ə		6878
3886	BragbarSitu	to split	ta-zōr ˈno-tɕhe	ta-zōr ˈno-tɕhe	t a + z ō/o r n o tɕʰ e		7726 7725
4149	Geshiza	to split	v-tʰæ	v-tʰæ	v + tʰ æ		6871 6867
4502	GuanyinqiaoKhroskyabs	to split	vzər⁵⁵	vzər⁵⁵	v z ⁵⁵/ə r		8496
4503	GuanyinqiaoKhroskyabs	to split	bjɑɣ⁵⁵	bjɑɣ⁵⁵	b j ɑ ⁵⁵/ɣ		6872
4546	NjorogsKhroskyabs	to split	bjak⁵⁵	bjak⁵⁵	b j a ⁵⁵/k		6872
4835	NjorogsKhroskyabs	to split	vzur⁵³	vzur⁵³	v z ⁵³/u r		8496
5160	NgyaltsuZbu	to split	kɐ-ⁿbɐ̂ʁ	kɐ-ⁿbɐ̂ʁ	k ɐ + ⁿb ɐ̂/ɐ ʁ		6875 6872
5937	KyomkyoSitu	to split	kambek	kambek	k a + m b e k		6875 7724
5938	KyomkyoSitu	to split	kaphjak	kaphjak	k a + pʰ j a k		6875 6872
6251	MazurStau	to split	xtɕæ	xtɕæ	x tɕ æ		6878
6252	MazurStau	to split	qrə	qrə	q r ə		10
6253	MazurStau	to split	χtsɑχtsə	χtsɑχtsə	χ ts ɑ χ ts ə		11
6254	MazurStau	to split	tɕʰoqæ	tɕʰoqæ	tɕʰ o q æ		12
6255	MazurStau	to split	pjæ	pjæ	p j æ		6872
